id,date,city,venue,category,title,time,ticketUrl,cost
"4349","2026-07-21","Anchorage","Koot’s","music","The Eternal Cowboys","9p-12a","https://www.facebook.com/EternalCowboys",""
"4350","2026-07-21","Fairbanks","Fairbanks Children’s Museum","music","Lunch Bites: Corvus for Kids","12p-?","https://www.facebook.com/events/1430639975400538/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4351","2026-07-21","Fairbanks","The Cabin","music","Karaoke Night","7p-10p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4352","2026-07-21","Fairbanks","The Palace Theater","music","Golden Heart Revue","8:15p-9:15p","https://www.akvisit.com/palace-theatre?fbclid=IwY2xjawR7CNdleHRuA2FlbQIxMABicmlkETFZQTc5Q1NiWm16bDhNY0RZc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHrK_LgMLEgXX7mcIrxnzr8jTJ9RaI_Lt7mvGG48tR-IMPMLVZRSzqN26Ewga_aem_RqdeQf5Ku3SEWvV41NwhHg",""
"4353","2026-07-21","Homer","Pratt Museum","community","Storytime at the Pratt: Celebrating Summer","10:30a-11:30a","https://www.facebook.com/events/1657086898673232/1657086915339897/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22me",""
"4354","2026-07-21","Homer","Justin Cole’s Down East Saloon","music","Taco Tuesday's with Jim Maloney","6:30p-10p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=d4aeb6bcfd&e=be0392aff7",""
"4355","2026-07-21","Juneau","Zach Gordon Youth Center","community","Free Tlingit Language Classes","2p-3p","https://www.facebook.com/events/1010020791677649/1010020808344314/?active_tab=about",""
"4356","2026-07-21","Juneau","The Crystal Saloon","music","Jazz Jam Tuesday","8p-11p","https://www.crystalsaloon.com/events",""
"4357","2026-07-21","Kenai","Kenai Community Library","community","Nurse Storytime","10:30a-11a","https://www.facebook.com/events/1013769658218890",""
"4358","2026-07-21","Ketchikan","Ketchikan Dock","music","Music on the Dock: Scattered Sunshine Trombone Choir","12p-1p","https://www.ketchikanarts.org/programs-events/music-on-the-dock-summer-concert-series.html",""
"4359","2026-07-21","Ketchikan","Inn at Creek Street","music","The Ukulele Group","3:45p-4:45p","https://www.ketchikanarts.org/events-performances/full-arts-calendar.html/event/2026/06/03/1780533900/the-ukelele-group-/521570",""
"4360","2026-07-21","North Pole","North Pole Alehouse","community","Tuesday Pub Run w/ Tundra Trotters","6:15p-9p","https://www.facebook.com/events/1210834251124828/1210834337791486/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22me",""
"4361","2026-07-21","Palmer","Fishhook Bar & Grill","music","Open Mic Night w/ Drew Sablon","6p-9p","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4362","2026-07-21","Palmer","Four Corner’s Lounge","music","Industry Night with DJ Red","8p-?","https://www.facebook.com/FourCornersLounge",""
"4363","2026-07-21","Seward","Yukon Bar","music","Open Mic Night","8p-2a","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4364","2026-07-21","Soldotna","Soldotna Library","community","Toddler Story Time","10:30a-11a","https://www.facebook.com/events/1503656801148774/1503656824482105/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4365","2026-07-21","Wasilla","Ken’s Garden Center","community","Storytime at Ken’s","10a-11a","https://www.facebook.com/events/1439153171253533/1439153327920184/?active_tab=about",""
"4366","2026-07-21","Wasilla","Everett’s","music","Live Music w/ Jerry Wessling","6p-9p","https://www.facebook.com/events/1056348563732364/1056348587065695/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22me",""
"4367","2026-07-21","Wasilla","Schwabenhof","music","Karaoke Night","8p-11p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4368","2026-07-22","Anchorage","Alaska Zoo","community","Free Community Storytime","10:30a-11a","https://www.facebook.com/events/2118396738965650/2118396878965636/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22me",""
"4369","2026-07-22","Anchorage","Muldoon Library","community","Parachute Storytime","10:30a-11a","https://www.facebook.com/events/1890280328351005/1890280351684336/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22me",""
"4370","2026-07-22","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-1a","https://www.facebook.com/EternalCowboys",""
"4371","2026-07-22","Anchorage","Koot’s","music","Koots Karaoke","10p-2a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=51fd3075bf&e=be0392aff7",""
"4372","2026-07-22","Anchorage","Muldoon Library","music","Summer Discovery: Visit From Campbell Creek Science Center","11:30a-?","https://www.facebook.com/events/1034613166176066/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4373","2026-07-22","Anchorage","Alaska Theatre of Youth","dance","ATY Summer Pop-In Dance Series","5:30p-6:30p","https://www.facebook.com/events/979036658443816/979036695110479/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22mech",""
"4374","2026-07-22","Anchorage","49th State Brewery","music","Garden Grooves: Music in the Beer Garden","5p-7p","https://www.facebook.com/photo/?fbid=1267333412235644&set=gm.1017207420732481",""
"4375","2026-07-22","Anchorage","Anchorage Social Dance Club","music","International Folk Dancing","6:30p-8p","https://www.facebook.com/35PlusClub/posts/pfbid0WJizwEbNi85duFkPSHFUsdVjmCMNhvohUubFJ3YdcCa5a49CmcfsWq4FKLK63J9xl",""
"4376","2026-07-22","Anchorage","Wildbirch Hotel","music","Live Music at Crimson w/ The Whisper Campaign","6:30p-9:30p","",""
"4377","2026-07-22","Anchorage","Manhattan’s Restaurant & Lounge","music","Seth Malone","6p-9p","https://www.facebook.com/photo/?fbid=1625154909614942&set=a.954924113304695",""
"4378","2026-07-22","Anchorage","907 Alehouse","music","Tyrone & Friends","7p-10p","https://www.facebook.com/tyrone.palmer.722744",""
"4379","2026-07-22","Anchorage","Koot’s","comedy","Comedy Open Mic","7p-10p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=2020d45d02&e=be0392aff7",""
"4380","2026-07-22","Anchorage","Pink Cadillac","dance","Line Dance Wednesdays","7p-12a","https://www.facebook.com/photo/?fbid=955556717518560&set=gm.1372978934760019",""
"4381","2026-07-22","Anchorage","Humpy’s","music","Live Music with Jared Woods","8p-11:30p","https://www.facebook.com/HumpysAlaska/posts/pfbid02ohZ1ZiZC8nNchkTSncCeeoiu3pT9WE3BvapCj1CjaTnwsyD9xy2GQKrxCMSpy5Dfl",""
"4382","2026-07-22","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4383","2026-07-22","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","https://www.facebook.com/BrokenBlenderAK",""
"4384","2026-07-22","Anchorage","Van’s Dive Bar","music","Karaoke","9p-1a","https://www.facebook.com/BrokenBlenderAK",""
"4385","2026-07-22","Chugiak","Lee Jordan Field","community","Free Baseball Game: Chugiak-Eagle River Chinooks vs Glacier Pilots","6p-?","https://www.facebook.com/events/1522154296050476/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4386","2026-07-22","Cordova","Cordova Public Library","community","Summer Reading Program","1p-2:30p","https://www.facebook.com/events/27438069035811649/27438069075811645/?active_tab=about",""
"4387","2026-07-22","Eagle River","Homestead Lounge","music","Karaoke Night w/ KJ Smoke","8p-12a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4388","2026-07-22","Ester","Fairbanks Tango","dance","Wednesday Dance Practice","6p-9p","https://www.facebook.com/events/1043559824868668/1043559841535333/?active_tab=about",""
"4389","2026-07-22","Fairbanks","Noel Wien Library","music","Music in the Story Garden","6p-7p","https://www.facebook.com/events/1320844496040669/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4390","2026-07-22","Fairbanks","Golden Heart Plaza & Monument","music","Free Concert: Blue Ridge Gathering","7p-?","https://www.facebook.com/events/2130850914149535/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4391","2026-07-22","Fairbanks","The Palace Theater","music","Golden Heart Revue","8:15p-9:15p","https://www.akvisit.com/palace-theatre?fbclid=IwY2xjawR7CNdleHRuA2FlbQIxMABicmlkETFZQTc5Q1NiWm16bDhNY0RZc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHrK_LgMLEgXX7mcIrxnzr8jTJ9RaI_Lt7mvGG48tR-IMPMLVZRSzqN26Ewga_aem_RqdeQf5Ku3SEWvV41NwhHg",""
"4392","2026-07-22","Fairbanks","The Spur","music","Karaoke Night with Rocky!","8p-11p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4393","2026-07-22","Girdwood","Gerrish Community Library","community","Family Storytime","10:30a-11:30a","https://www.facebook.com/events/4209337435985219/4209337512651878/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4394","2026-07-22","Homer","The Porcupine Theater","theatre","The Metropolitan Opera: The Merry Window 1p-4","6:30p-9:30p","https://porcupinetheater.com/movies/the-metropolitan-opera-the-merry-widow/?fbclid=IwY2xjawTCh8tleHRuA2FlbQIxMABicmlkETF6NGxnTHBEZU1PYVI3VEE3c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHusQRcb_2HcLp-DNfx-ZKB65sjZoM2sbefuAAx9vEjOMrr4PmtS0M6PqfzVC_aem_J",""
"4395","2026-07-22","Homer","Homestead Restaurant","music","Live Music w/ Ben Peters","6p-9p","https://www.facebook.com/events/1481867250400832/",""
"4396","2026-07-22","Juneau","Marie Drake Planetarium","music","Free Show: Bears in Alaska","7p-8:15p","https://www.facebook.com/events/3980430022263473",""
"4397","2026-07-22","Juneau","The Crystal Saloon","music","Open Mic Night","8p-11:30p","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4398","2026-07-22","Juneau","Alaskan Hotel and Bar","music","Karaoke","8p-11p","https://www.facebook.com/BrokenBlenderAK",""
"4399","2026-07-22","Palmer","Lulu’s Tents & Events","music","Adult Prom Night","6p-9p","https://www.facebook.com/events/1318222616481845/1318222639815176/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4400","2026-07-22","Palmer","Four Corner’s Lounge","music","West Coast Sing Wednesday","7:30p-9:30p","https://www.facebook.com/photo/?fbid=1411992579757709&set=gm.1053059570049116",""
"4401","2026-07-22","Seward","Yukon Bar","music","Karaoke with Raunchy Rachel","9p-1a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4402","2026-07-22","Soldotna","Soldotna Library","community","Bouncing Babes Story Time","10:30a-11a","https://www.facebook.com/events/843086674966253/843086688299585/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22mech",""
"4403","2026-07-22","Soldotna","Soldotna Creek Park","music","Levitt Amp Music Series: Black Barrel & The Bad Men, Luci & Jackson, & Shonathin Hoskins","6p-9p","https://www.facebook.com/events/1649648349484643/",""
"4404","2026-07-22","Talkeetna","Denali Brewing Company","music","Larry Zarella","6p-8","https://www.facebook.com/photo/?fbid=1590844869717640&set=pb.100063764251860.-2207520000",""
"4405","2026-07-22","Wasilla","Schwabenhof","music","Open Mic","7:30p-11p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=2020d45d02&e=be0392aff7",""
"4406","2026-07-23","Ketchikan","Ketchikan Dock","music","Music on the Dock: The String Beings","12p-1p","https://www.ketchikanarts.org/programs-events/music-on-the-dock-summer-concert-series.html",""
"4407","2026-07-23","Ketchikan","Bush Pilots’ Lounge","music","Live Music with Marjorie Evers & Austin Hays","6p-8p","https://www.facebook.com/events/991412623671001",""
"4408","2026-08-03","Soldotna","Farnsworth Park","theatre","Storytime & Play","10:30a-11a","https://www.facebook.com/events/3481855768648747/3481855775315413/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4409","2026-08-05","Eagle River","Homestead Lounge","music","Karaoke Night w/ KJ Smoke","8p-12a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4410","2026-08-05","Juneau","The Crystal Saloon","music","Open Mic Night","8p-11:30p","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4411","2026-08-05","Seward","Yukon Bar","music","Karaoke with Raunchy Rachel","9p-1a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4412","2026-08-06","Cooper Landing","Gwin’s Lodge","music","Sonoran Sunsets","7p-10p","https://www.facebook.com/gwinslodge/posts/pfbid08uAn6J7BuJF4LR6apErqu7LrvbcHvFK3mUwdUSdKMc3BP1e1JoX4LVou4qgtTPnAl",""
"4413","2026-08-06","Eagle River","Homestead Lounge","dance","Dance Lessons with Shufflin Country Style","8p-9p","https://www.facebook.com/photo/?fbid=956976277112870&set=gm.992446826503991",""
"4414","2026-08-06","Eagle River","Homestead Lounge","music","Country Night w/ DJ AumanJoy","9p-2a","https://www.facebook.com/HomesteadLounge",""
"4415","2026-08-06","Fairbanks","Fairbanks Community Band Hall","music","Free Youth Concert Band Rehearsals","5p-6p","https://www.facebook.com/events/1521883622657906/1521883635991238/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22me",""
"4416","2026-08-06","Fairbanks","The Palace Theater","music","Golden Heart Revue","8:15p-9:15p","https://www.akvisit.com/palace-theatre?fbclid=IwY2xjawR7CNdleHRuA2FlbQIxMABicmlkETFZQTc5Q1NiWm16bDhNY0RZc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHrK_LgMLEgXX7mcIrxnzr8jTJ9RaI_Lt7mvGG48tR-IMPMLVZRSzqN26Ewga_aem_RqdeQf5Ku3SEWvV41NwhHg",""
"4417","2026-08-06","Fairbanks","Tanana Valley State Fair Grounds","festival","Tanana Valley State Fair","8a-10p","https://www.tvsfa.org/events",""
"4418","2026-08-06","Fairbanks","The International Hotel & Bar","music","Karaoke with Angel","8p-2a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4419","2026-08-06","Girdwood","Girdwood Brewing Company","music","Ride Bikes, Drink Beer","6:30p-?","https://www.facebook.com/events/980353717958999/980353771292327/?active_tab=about",""
"4420","2026-08-06","Girdwood","Jack Sprat","music","Up A Mountain Duo","6p-?","https://www.facebook.com/events/1297498735159167/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4421","2026-08-06","Homer","Pratt Museum","music","Guided tours of the Botanical Gardens, Homestead Garden, & Forest Trails.","11a-12p","https://www.facebook.com/events/27331907429732951/27331907509732943/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22",""
"4422","2026-08-06","Homer","Homer Council on the Arts","music","Community Jam Sessions","6:30p-9p","https://www.facebook.com/events/987084407583120/987084454249782/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4423","2026-08-06","Homer","AJ’s Old Town Steakhouse & Tavern","music","Piano Music by Erica","6p-8p","https://www.homeralaska.org/event/piano-by-sunrise-kilcher/19/",""
"4424","2026-08-06","Homer","Alibi Bar & Café","music","Karaoke Night","9p-12:30a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4425","2026-08-06","Juneau","The Crystal Saloon","music","Vinyl Afternoon's w/ Dj Roman Martinez","5p-7p","https://www.facebook.com/photo/?fbid=1008203218480466&set=a.160104659956997",""
"4426","2026-08-06","Juneau","Kuneix Hidi Northen Light United Church","music","Ian Maksin: Songs of the Vagabond Cello","7:30p-?","https://www.facebook.com/events/1014818561498917/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4427","2026-08-06","Juneau","Alaskan Hotel and Bar","community","Whiskey Class w/ The Planktonics","7p-11p","https://www.facebook.com/photo/?fbid=1754549059314805&set=a.758212905615097",""
"4428","2026-08-06","Juneau","The Crystal Saloon","music","Karaoke Night","8p-12a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4429","2026-08-06","Kenai","Kenai Community Library","music","Summer Reading Celebration","2p-4p","https://www.facebook.com/events/2032395834067424/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22your_upcoming_events_unit%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4430","2026-08-06","Kenai","Kenai Chamber of Commerce & Visitor Center","music","Open Primary Gubernatorial Canidate Debate","5:30p-8p","https://www.facebook.com/events/901104452519579/",""
"4431","2026-08-06","Kenai","Main Street Tap & Grill","comedy","Big Irish Jay Hollingsworth Comedy Show","6p-9p","https://www.rubberptarmigan.com/events/big-irish-jay-hollingsworth-main-street-tap-grill-2026",""
"4432","2026-08-06","Ketchikan","105.3 FM KRBD","music","Ketchikan Arts & Humanities Council: Arts Report","8:20a-8:35a","https://www.ketchikanarts.org/events-performances/full-arts-calendar.html",""
"4433","2026-08-06","Ketchikan","Totem Bar","music","Open Mic Night","8p-10p","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4434","2026-08-06","McCarthy","The Golden Saloon","music","Open Mic Night","","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4435","2026-08-06","North Pole","North Pole Alehouse","music","Karaoke Thursdays with Rocky Barnette","8p-12a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4436","2026-08-06","Palmer","Hatcher Pass Lodge","music","Barry Sless & Stephen Inglis","2p-5p","https://www.mccarthylodge.com/mccarthy-events/",""
"4437","2026-08-06","Seward","Yukon Bar","dance","Dance Night w/ DJ Waitwat","9p-2a","https://www.facebook.com/photo.php?fbid=1495877732548962&set=pb.100063802472762.-2207520000&type=3",""
"4438","2026-08-06","Skagway","Skagway Library","community","Summer Reading Program: Animal Survival Game Dinosaur Edition","10:30a-12:30p","https://www.facebook.com/events/2093546461210407/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4439","2026-08-06","Soldotna","Soldotna Library","community","Preschool Storytime","10:30a-11a","https://www.facebook.com/events/26994401710190027/26994401743523357/",""
"4440","2026-08-06","Sterling","Naptowne Brewing Company","music","Hope Cassity","6p-9p","https://www.facebook.com/gwinslodge/posts/pfbid08uAn6J7BuJF4LR6apErqu7LrvbcHvFK3mUwdUSdKMc3BP1e1JoX4LVou4qgtTPnAl",""
"4441","2026-08-06","Talkeetna","Spatterdock Rd.","music","Tim Easton House Show","6p-?","https://malemutesaloon.com/schedule/",""
"4442","2026-08-06","Valdez","Valdez Brewing","music","Tata's, Tutu's, & Xtra Tuffs Bra Decorating Party","6p-?","https://www.facebook.com/events/872664205492660/",""
"4443","2026-08-06","Wasilla","Everett’s","music","Live Music With Drew Sablon","6p-9p","https://www.facebook.com/photo/?fbid=1600628335398914&set=gm.1661143841831616",""
"4444","2026-08-07","Cooper Landing","Gwin’s Lodge","music","Hope Cassity","7p-10p","https://www.facebook.com/gwinslodge/posts/pfbid08uAn6J7BuJF4LR6apErqu7LrvbcHvFK3mUwdUSdKMc3BP1e1JoX4LVou4qgtTPnAl",""
"4445","2026-08-07","Eagle River","Homestead Lounge","music","DJ AumanJoy","9p-2a","https://www.facebook.com/HomesteadLounge",""
"4446","2026-08-07","Ester","Malemute Saloon & Gold Camp","music","Tim Easton","7p-11p","https://malemutesaloon.com/schedule/",""
"4447","2026-08-07","Fairbanks","Raven Landing Senior Center","music","Summer Cycle Music Together Generations Class","11:30a-12:15p","https://www.facebook.com/events/1737992094062055/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22your_upcoming_events_unit%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4448","2026-08-07","Fairbanks","Gather","music","First Friday Party w/ Live Music","5p-8","https://www.facebook.com/events/28669224756000903?post_id=28671156229141089&acontext=%7B%22event_action_history%22%3A%5b%7B%22surface%22%3A%22search%22%7D%2C%7B%22mechanism%22%3A%22attachment_media%22%2C%22surface%22%3A%22newsfeed%22%7D%5d%2C%22ref_no",""
"4449","2026-08-07","Fairbanks","The Palace Theater","music","Golden Heart Revue","8:15p-9:15p","https://www.akvisit.com/palace-theatre?fbclid=IwY2xjawR7CNdleHRuA2FlbQIxMABicmlkETFZQTc5Q1NiWm16bDhNY0RZc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHrK_LgMLEgXX7mcIrxnzr8jTJ9RaI_Lt7mvGG48tR-IMPMLVZRSzqN26Ewga_aem_RqdeQf5Ku3SEWvV41NwhHg",""
"4450","2026-08-07","Fairbanks","Tanana Valley State Fair Grounds","festival","Tanana Valley State Fair","8a-10p","https://www.tvsfa.org/events",""
"4451","2026-08-07","Fairbanks","The Cabin","music","Collin Donley Live","9p-12a","https://www.facebook.com/photo/?fbid=885504217337775&set=gm.856329890579727",""
"4452","2026-08-07","Fairbanks","The Marlin","music","The Goddamn Ranchhand Band","9p-1a","https://www.facebook.com/events/1555683509934406/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4453","2026-08-07","Haines","Pioneer Bar","music","Open Mic Night","9p-1a","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4454","2026-08-07","Homer","Kharacters Alaskan Bar","music","Jacques Longpre","10p-2p","https://www.facebook.com/kharacters.bar",""
"4455","2026-08-07","Homer","Pier One Theater","music","Sense And Sensibility","7:30p-?","https://pieronetheatre.org/events/sense-and-sensibility",""
"4456","2026-08-07","Homer","Alibi Bar & Café","music","Last Call: DJ Fractal's Last Show in AK","9:30p-1:30a","https://www.facebook.com/events/37541222298802291/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22calendar_tab_event%22%2C%22surface%22%3A%22bookmark_calendar%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4457","2026-08-07","Hope","Dirty Skillet","music","Saturday Cinders","6p-10p","https://dirtyskillet.com/music",""
"4458","2026-08-07","Hope","Creekbend Co.","music","Reverend Peyton's Big Damn Band","7p-11p","https://www.creekbendco.com/event",""
"4459","2026-08-07","Juneau","Alaskan Hotel and Bar","music","Steady Going","10p-?","https://www.instagram.com/p/DbeIkHLSIlT/",""
"4460","2026-08-07","Juneau","The Crystal Saloon","music","Fernet Coin Release Party ft. Sundew & The Rain Dogs","10p-?","https://www.facebook.com/thecrystalsaloon",""
"4461","2026-08-07","Kenai","Skeet’s Dive Bar","music","Solo Steve Norwood","9p-?","https://www.instagram.com/p/Dbhn0XNB84h/",""
"4462","2026-08-07","Ketchikan","The Creek Street Cabaret","music","Shelby Yount Jazz Vocalist","7p-?","https://www.facebook.com/events/1694231361803001/",""
"4463","2026-08-07","Ketchikan","The New York Café","music","Live Music in the Café","7p-9p","https://www.ketchikanarts.org/events-performances/full-arts-calendar.html/event/2026/08/07/1786161600/live-music-the-new-york-cafe/559110",""
"4464","2026-08-07","Kodiak","The Rendezvous","music","Black Barrel and the Bad Men","7p-12a","https://www.kodiakrendezvous.com/live-music",""
"4465","2026-08-07","McCarthy","The Golden Saloon","music","Barry Sless & Stephen Inglis","","https://www.mccarthylodge.com/mccarthy-events/",""
"4466","2026-08-07","Palmer","Downtown Palmer","music","Friday Fling Live Music Will Johnson","11a-6p","https://www.facebook.com/FridayFlings",""
"4467","2026-08-07","Palmer","Palmer Alehouse","music","The Jerry Wessling Band","7p-10p","https://www.facebook.com/events/2540219679749437/",""
"4468","2026-08-07","Palmer","American Legion Post 15","music","Karaoke","7p-11p","https://www.facebook.com/akrockstarkaraoke/events",""
"4469","2026-08-07","Palmer","The Musk Ox Farm","music","Super Saturated Sugar Strings","7p-9:30","https://www.facebook.com/events/1390284176466779/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22calendar_tab_event%22%2C%22surface%22%3A%22bookmark_calendar%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
